"Sequence_Name" "mcg" "gvh" "alm" "mit" "erl" "pox" "vac" "nuc" "Localization_site"
"824" "PRCD_YEAST" 0.53 0.59 0.48 0.14 0.5 0 0.51 0.22 "CYT"
"825" "PRCH_YEAST" 0.42 0.53 0.57 0.17 0.5 0 0.49 0.22 "CYT"
"826" "PRC2_YEAST" 0.52 0.46 0.56 0.2 0.5 0 0.5 0.22 "CYT"
"827" "PRC6_YEAST" 0.53 0.43 0.57 0.24 0.5 0 0.39 0.28 "CYT"
"828" "PRI1_YEAST" 0.33 0.35 0.56 0.19 0.5 0 0.5 0.22 "NUC"
"829" "PRI2_YEAST" 0.45 0.48 0.56 0.56 0.5 0 0.47 0.22 "NUC"
"830" "PROB_YEAST" 0.56 0.48 0.5 0.17 0.5 0 0.51 0.26 "CYT"
"831" "PROC_YEAST" 0.77 0.57 0.45 0.17 0.5 0 0.53 0.22 "CYT"
"832" "PR16_YEAST" 0.56 0.59 0.54 0.18 0.5 0 0.48 0.46 "NUC"
"833" "PR18_YEAST" 0.33 0.39 0.52 0.09 0.5 0 0.47 0.28 "NUC"
"834" "PR19_YEAST" 0.48 0.41 0.54 0.39 0.5 0 0.51 0.22 "NUC"
"835" "PR02_YEAST" 0.3 0.3 0.46 0.32 0.5 0 0.45 0.22 "NUC"
"836" "PR21_YEAST" 0.38 0.26 0.6 0.1 0.5 0 0.48 0.44 "NUC"
"837" "PR22_YEAST" 0.68 0.39 0.5 0.15 0.5 0 0.48 0.37 "NUC"
"838" "PR28_YEAST" 0.62 0.41 0.52 0.17 0.5 0 0.48 0.22 "NUC"
"839" "PR38_YEAST" 0.52 0.37 0.48 0.13 0.5 0 0.55 0.22 "NUC"
"840" "PR39_YEAST" 0.32 0.48 0.49 0.17 0.5 0 0.47 0.22 "NUC"
"841" "PR04_YEAST" 0.34 0.35 0.58 0.2 0.5 0 0.46 0.32 "NUC"
"842" "PR05_YEAST" 0.33 0.21 0.53 0.15 1 0 0.52 0.5 "NUC"
"843" "PR06_YEAST" 0.49 0.45 0.57 0.24 0.5 0 0.47 0.38 "NUC"
"844" "PR08_YEAST" 0.4 0.28 0.48 0.06 0.5 0 0.49 0.42 "NUC"
"845" "PR09_YEAST" 0.51 0.39 0.56 0.25 0.5 0 0.51 0.33 "NUC"
"846" "PRC8_YEAST" 0.45 0.45 0.52 0.17 0.5 0 0.54 0.22 "CYT"
"847" "PRC5_YEAST" 0.28 0.51 0.55 0.19 0.5 0 0.57 0.22 "CYT"
"848" "PRC3_YEAST" 0.51 0.51 0.56 0.28 0.5 0 0.54 0.27 "CYT"
"849" "PRC9_YEAST" 0.48 0.56 0.49 0.32 0.5 0 0.5 0.22 "CYT"
"850" "PRT1_YEAST" 0.59 0.46 0.48 0.46 0.5 0 0.49 0.22 "CYT"
"851" "DPSD_YEAST" 0.51 0.46 0.4 0.65 0.5 0 0.49 0.22 "MIT"
"852" "SNM1_YEAST" 0.37 0.44 0.51 0.56 0.5 0 0.5 0.38 "NUC"
"853" "PTM1_YEAST" 0.81 0.55 0.35 0.34 0.5 0 0.51 0.22 "ME2"
"854" "PTP1_YEAST" 0.53 0.45 0.53 0.18 0.5 0 0.42 0.22 "CYT"
"855" "PTP2_YEAST" 0.45 0.27 0.5 0.33 0.5 0 0.53 0.26 "CYT"
"856" "PTR2_YEAST" 0.36 0.33 0.38 0.15 0.5 0 0.55 0.36 "ME3"
"857" "PUB1_YEAST" 0.48 0.5 0.56 0.11 0.5 0 0.33 0.22 "CYT"
"858" "PRCF_YEAST" 0.35 0.47 0.53 0.19 0.5 0 0.48 0.22 "CYT"
"859" "PRCZ_YEAST" 0.48 0.48 0.56 0.18 0.5 0 0.58 0.22 "CYT"
"860" "PUT1_YEAST" 0.6 0.59 0.47 0.47 0.5 0 0.53 0.22 "MIT"
"861" "PUT2_YEAST" 0.45 0.53 0.51 0.42 0.5 0 0.52 0.22 "MIT"
"862" "PUT3_YEAST" 0.29 0.4 0.41 0.48 0.5 0 0.53 0.3 "NUC"
"863" "PUT4_YEAST" 0.58 0.53 0.33 0.26 0.5 0 0.51 0.22 "ME3"
"864" "PYC1_YEAST" 0.46 0.43 0.5 0.24 0.5 0 0.48 0.31 "CYT"
"865" "PYC2_YEAST" 0.43 0.46 0.5 0.21 0.5 0 0.49 0.34 "CYT"
"866" "KPYK_YEAST" 0.61 0.55 0.51 0.26 0.5 0 0.52 0.22 "CYT"
"867" "UCRX_YEAST" 0.5 0.62 0.52 0.3 0.5 0 0.56 0.22 "MIT"
"868" "UCR2_YEAST" 0.49 0.45 0.54 0.4 0.5 0 0.55 0.22 "MIT"
"869" "UCR6_YEAST" 0.64 0.53 0.59 0.14 0.5 0 0.53 0.22 "MIT"
"870" "UCRQ_YEAST" 0.57 0.6 0.54 0.17 0.5 0 0.52 0.22 "MIT"
"871" "UCR8_YEAST" 0.38 0.31 0.59 0.19 0.5 0 0.46 0.22 "MIT"
"872" "UCR9_YEAST" 0.68 0.53 0.44 0.31 0.5 0 0.51 0.22 "MIT"
"873" "RAD1_YEAST" 0.24 0.41 0.47 0.16 0.5 0 0.51 0.38 "NUC"
"874" "RA10_YEAST" 0.61 0.39 0.53 0.14 0.5 0 0.43 0.26 "NUC"
"875" "RA14_YEAST" 0.39 0.16 0.59 0.08 0.5 0 0.51 0.27 "NUC"
"876" "RA16_YEAST" 0.33 0.28 0.5 0.4 0.5 0 0.46 0.61 "NUC"
"877" "RA18_YEAST" 0.51 0.55 0.56 0.18 0.5 0 0.5 0.38 "NUC"
"878" "RAD2_YEAST" 0.39 0.44 0.54 0.24 0.5 0 0.51 0.49 "NUC"
"879" "RA23_YEAST" 0.43 0.48 0.53 0.18 0.5 0 0.46 0.22 "NUC"
"880" "RA26_YEAST" 0.47 0.43 0.48 0.16 0.5 0 0.46 0.27 "NUC"
"881" "RAD3_YEAST" 0.52 0.5 0.51 0.2 0.5 0 0.51 0.22 "NUC"
"882" "RAD4_YEAST" 0.33 0.28 0.52 0.15 0.5 0 0.51 0.86 "NUC"
"883" "RAD5_YEAST" 0.36 0.48 0.5 0.13 0.5 0 0.49 0.6 "NUC"
"884" "RA50_YEAST" 0.45 0.54 0.49 0.29 0.5 0 0.49 0.25 "NUC"
"885" "RA51_YEAST" 0.55 0.59 0.53 0.15 0.5 0 0.49 0.22 "NUC"
"886" "RA52_YEAST" 0.31 0.39 0.55 0.28 0.5 0 0.46 0.31 "NUC"
"887" "RA54_YEAST" 0.43 0.41 0.51 0.34 0.5 0 0.49 0.28 "NUC"
"888" "RA55_YEAST" 0.64 0.5 0.53 0.1 0.5 0 0.51 0.22 "NUC"
"889" "RA57_YEAST" 0.41 0.52 0.56 0.26 0.5 0 0.48 0.32 "NUC"
"890" "UBC2_YEAST" 0.48 0.47 0.59 0.41 0.5 0 0.56 0.27 "NUC"
"891" "RAD7_YEAST" 0.49 0.49 0.51 0.29 0.5 0 0.52 0.71 "NUC"
"892" "RAD9_YEAST" 0.41 0.52 0.51 0.22 0.5 0 0.52 0.44 "NUC"
"893" "SRS2_YEAST" 0.51 0.61 0.5 0.23 0.5 0 0.52 0.61 "NUC"
"894" "RAM1_YEAST" 0.59 0.47 0.51 0.53 0.5 0 0.53 0.26 "CYT"
"895" "RAM2_YEAST" 0.4 0.6 0.5 0.16 0.5 0 0.51 0.22 "CYT"
"896" "RAP1_YEAST" 0.54 0.53 0.53 0.17 0.5 0 0.51 0.39 "NUC"
"897" "RAS1_YEAST" 0.61 0.46 0.54 0.11 0.5 0 0.47 0.22 "CYT"
"898" "RAS2_YEAST" 0.66 0.55 0.54 0.18 0.5 0 0.43 0.22 "CYT"
"899" "RAT1_YEAST" 0.53 0.46 0.54 0.37 0.5 0 0.51 0.3 "NUC"
"900" "RCA1_YEAST" 0.41 0.41 0.43 0.61 0.5 0 0.53 0.22 "MIT"
"901" "REB1_YEAST" 0.58 0.31 0.6 0.12 0.5 0 0.47 0.33 "NUC"
"902" "R102_YEAST" 0.49 0.67 0.5 0.28 0.5 0 0.43 0.22 "NUC"
"903" "R104_YEAST" 0.44 0.33 0.55 0.16 0.5 0 0.49 0.22 "NUC"
"904" "R114_YEAST" 0.44 0.45 0.53 0.19 0.5 0 0.41 0.28 "NUC"
"905" "RED1_YEAST" 0.57 0.55 0.52 0.16 0.5 0 0.49 0.39 "NUC"
"906" "RER1_YEAST" 0.45 0.66 0.39 0.11 0.5 0 0.54 0.22 "ME3"
"907" "DPOX_YEAST" 0.32 0.49 0.53 0.28 0.5 0 0.5 0.5 "NUC"
"908" "RFA1_YEAST" 0.35 0.42 0.56 0.28 0.5 0 0.47 0.22 "NUC"
"909" "RFA2_YEAST" 0.46 0.41 0.58 0.1 0.5 0 0.48 0.22 "NUC"
"910" "RFA3_YEAST" 0.57 0.51 0.58 0.22 0.5 0 0.51 0.22 "NUC"
"911" "RFC2_YEAST" 0.47 0.47 0.54 0.19 0.5 0 0.51 0.33 "NUC"
"912" "RFC3_YEAST" 0.34 0.58 0.5 0.26 0.5 0 0.51 0.22 "NUC"
"913" "RFC4_YEAST" 0.55 0.45 0.58 0.25 0.5 0 0.49 0.22 "NUC"
"914" "RFT1_YEAST" 0.4 0.66 0.34 0.21 0.5 0 0.52 0.26 "NUC"
"915" "RGM1_YEAST" 0.42 0.21 0.59 0.3 0.5 0 0.47 0.27 "NUC"
"916" "RHO1_YEAST" 0.6 0.48 0.46 0.32 0.5 0 0.4 0.33 "CYT"
"917" "RHO2_YEAST" 0.64 0.44 0.51 0.35 0.5 0 0.53 0.22 "CYT"
"918" "RIF1_YEAST" 0.35 0.4 0.44 0.25 0.5 0 0.53 0.57 "NUC"
"919" "RIM1_YEAST" 0.55 0.38 0.64 0.42 0.5 0 0.47 0.22 "MIT"
"920" "RIM2_YEAST" 0.45 0.43 0.5 0.25 0.5 0 0.47 0.22 "MIT"
"921" "UCRI_YEAST" 0.47 0.53 0.48 0.51 0.5 0 0.54 0.22 "MIT"
"922" "RME1_YEAST" 0.45 0.49 0.57 0.25 0.5 0 0.48 0.22 "NUC"
"923" "RNA1_YEAST" 0.45 0.52 0.5 0.12 0.5 0 0.6 0.22 "CYT"
"924" "RN12_YEAST" 0.56 0.51 0.32 0.49 0.5 0 0.48 0.22 "NUC"
"925" "RN14_YEAST" 0.37 0.58 0.5 0.22 0.5 0 0.47 0.22 "NUC"
"926" "RN15_YEAST" 0.47 0.45 0.51 0.33 0.5 0 0.46 0.26 "NUC"
"927" "ROX1_YEAST" 0.5 0.36 0.64 0.37 0.5 0 0.37 0.33 "NUC"
"928" "ROX3_YEAST" 0.43 0.44 0.64 0.19 0.5 0 0.38 0.33 "NUC"
"929" "RS3A_YEAST" 0.38 0.4 0.59 0.25 0.5 0 0.44 0.22 "CYT"
"930" "RS3B_YEAST" 0.39 0.39 0.59 0.25 0.5 0 0.45 0.22 "CYT"
"931" "R13A_YEAST" 0.54 0.55 0.56 0.14 0.5 0 0.5 0.25 "CYT"
"932" "RL18_YEAST" 0.45 0.5 0.57 0.29 0.5 0 0.44 0.11 "CYT"
"933" "RL18_YEAST" 0.45 0.5 0.57 0.29 0.5 0 0.44 0.11 "CYT"
"934" "RS24_YEAST" 0.61 0.38 0.57 0.36 0.5 0 0.44 0.21 "CYT"
"935" "RS24_YEAST" 0.61 0.38 0.57 0.36 0.5 0 0.44 0.21 "CYT"
"936" "R17A_YEAST" 0.43 0.33 0.54 0.37 0.5 0 0.38 0.16 "CYT"
"937" "R17B_YEAST" 0.43 0.33 0.54 0.37 0.5 0 0.38 0.16 "CYT"
"938" "R61A_YEAST" 0.51 0.39 0.58 0.19 0.5 0 0.47 0.22 "CYT"
"939" "RPA9_YEAST" 0.72 0.51 0.52 0.08 0.5 0 0.54 0.22 "NUC"
"940" "RPA2_YEAST" 0.35 0.41 0.53 0.27 0.5 0 0.47 0.29 "NUC"
"941" "RPA1_YEAST" 0.56 0.49 0.54 0.15 0.5 0 0.5 0.35 "NUC"
"942" "RPA3_YEAST" 0.57 0.37 0.43 0.27 0.5 0 0.53 0.28 "NUC"
"943" "RPBX_YEAST" 0.57 0.49 0.61 0.26 0.5 0 0.52 0.22 "NUC"
"944" "RPBY_YEAST" 0.48 0.45 0.63 0.19 0.5 0 0.58 0.22 "NUC"
"945" "RPB2_YEAST" 0.34 0.48 0.47 0.19 0.5 0 0.5 0.3 "NUC"
"946" "RPB3_YEAST" 0.54 0.57 0.55 0.18 0.5 0 0.5 0.22 "NUC"
"947" "RPB4_YEAST" 0.38 0.44 0.55 0.44 0.5 0 0.47 0.51 "NUC"
"948" "RPB5_YEAST" 0.4 0.3 0.57 0.13 0.5 0 0.46 0.22 "NUC"
"949" "RPB6_YEAST" 0.27 0.31 0.55 0.13 0.5 0 0.5 0.22 "NUC"
"950" "RPB7_YEAST" 0.52 0.46 0.56 0.25 0.5 0 0.52 0.22 "NUC"
"951" "RPB8_YEAST" 0.44 0.5 0.55 0.24 0.5 0 0.48 0.22 "NUC"
"952" "RPB9_YEAST" 0.34 0.47 0.48 0.32 0.5 0 0.42 0.22 "NUC"
"953" "RPCX_YEAST" 0.5 0.56 0.63 0.25 0.5 0 0.42 0.22 "NUC"
"954" "RPC2_YEAST" 0.46 0.53 0.47 0.37 0.5 0 0.51 0.36 "NUC"
"955" "RPC9_YEAST" 0.31 0.6 0.65 0.18 0.5 0 0.46 0.22 "NUC"
"956" "RPC8_YEAST" 0.57 0.42 0.63 0.22 0.5 0 0.68 0.32 "NUC"
"957" "RPC6_YEAST" 0.37 0.45 0.53 0.14 0.5 0 0.49 0.22 "NUC"
"958" "RPC5_YEAST" 0.38 0.38 0.54 0.24 0.5 0 0.54 0.22 "NUC"
"959" "RPC4_YEAST" 0.36 0.49 0.55 0.21 0.5 0 0.55 0.33 "NUC"
"960" "RPC3_YEAST" 0.29 0.4 0.5 0.16 0.5 0 0.51 0.34 "NUC"
"961" "RPD3_YEAST" 0.37 0.3 0.51 0.15 0.5 0 0.58 0.26 "NUC"
"962" "RL1_YEAST" 0.35 0.33 0.48 0.42 0.5 0 0.47 0.43 "CYT"
"963" "RL15_YEAST" 0.46 0.35 0.69 0.18 0.5 0 0.3 0.25 "CYT"
"964" "RL15_YEAST" 0.46 0.35 0.69 0.18 0.5 0 0.3 0.25 "CYT"
"965" "R14A_YEAST" 0.57 0.43 0.52 0.3 0.5 0 0.37 0.11 "CYT"
"966" "R14B_YEAST" 0.57 0.43 0.52 0.3 0.5 0 0.37 0.11 "CYT"
"967" "RL12_YEAST" 0.59 0.51 0.48 0.12 0.5 0 0.54 0.31 "CYT"
"968" "RL12_YEAST" 0.59 0.51 0.48 0.12 0.5 0 0.54 0.31 "CYT"
"969" "RL16_YEAST" 0.61 0.53 0.59 0.17 0.5 0 0.44 0.28 "CYT"
"970" "RL1A_YEAST" 0.61 0.48 0.56 0.19 0.5 0 0.53 0.31 "CYT"
"971" "RL1A_YEAST" 0.61 0.48 0.56 0.19 0.5 0 0.53 0.31 "CYT"
"972" "R16A_YEAST" 0.44 0.56 0.52 0.18 0.5 0 0.5 0.11 "CYT"
"973" "R16B_YEAST" 0.36 0.56 0.52 0.18 0.5 0 0.45 0.16 "CYT"
"974" "RL17_YEAST" 0.37 0.44 0.64 0.48 0.5 0 0.36 0.27 "CYT"
"975" "RL19_YEAST" 0.72 0.37 0.63 0.38 0.5 0 0.4 0.14 "CYT"
"976" "RL19_YEAST" 0.72 0.37 0.63 0.38 0.5 0 0.4 0.14 "CYT"
"977" "RL25_YEAST" 0.44 0.36 0.64 0.45 0.5 0 0.53 0.11 "CYT"
"978" "RL27_YEAST" 0.58 0.45 0.55 0.27 0.5 0 0.48 0.11 "CYT"
"979" "RL2_YEAST" 0.63 0.64 0.45 0.26 0.5 0 0.43 0.22 "CYT"
"980" "RL2_YEAST" 0.63 0.64 0.45 0.26 0.5 0 0.43 0.22 "CYT"
"981" "RL3A_YEAST" 0.43 0.33 0.67 0.12 0.5 0 0.45 0.23 "CYT"
"982" "RL3B_YEAST" 0.43 0.33 0.67 0.12 0.5 0 0.43 0.23 "CYT"
"983" "RL3E_YEAST" 0.58 0.44 0.5 0.26 0.5 0 0.52 0.22 "CYT"
"984" "RL34_YEAST" 0.38 0.43 0.53 0.22 0.5 0 0.48 0.11 "CYT"
"985" "R37A_YEAST" 0.4 0.45 0.61 0.29 0.5 0 0.44 0.22 "CYT"
"986" "R37B_YEAST" 0.4 0.45 0.61 0.29 0.5 0 0.44 0.22 "CYT"
"987" "RL44_YEAST" 0.34 0.34 0.65 0.4 0.5 0 0.32 0.16 "CYT"
"988" "RL44_YEAST" 0.34 0.34 0.65 0.4 0.5 0 0.32 0.16 "CYT"
"989" "RL46_YEAST" 0.43 0.22 0.79 0.79 0.5 0 0.22 0 "CYT"
"990" "RL41_YEAST" 0.35 0.21 1 0.8 0.5 0 0.13 0.01 "CYT"
"991" "RL41_YEAST" 0.35 0.21 1 0.8 0.5 0 0.13 0.01 "CYT"
"992" "RL4A_YEAST" 0.56 0.35 0.47 0.41 0.5 0 0.5 0.22 "CYT"
"993" "RL4B_YEAST" 0.56 0.35 0.47 0.35 0.5 0 0.52 0.22 "CYT"
"994" "RL6_YEAST" 0.54 0.44 0.55 0.48 0.5 0 0.47 0.22 "CYT"
"995" "RL71_YEAST" 0.35 0.39 0.56 0.2 0.5 0 0.49 0.41 "CYT"
"996" "RL9_YEAST" 0.48 0.46 0.58 0.16 0.5 0 0.45 0.22 "CYT"
"997" "RLA0_YEAST" 0.48 0.55 0.48 0.1 0.5 0 0.55 0.22 "CYT"
"998" "RLA1_YEAST" 0.66 0.6 0.52 0.19 0.5 0 0.69 0.22 "CYT"
"999" "RLA2_YEAST" 0.69 0.54 0.55 0.23 0.5 0 0.73 0.22 "CYT"
"1000" "RLA3_YEAST" 0.73 0.6 0.47 0.2 0.5 0 0.72 0.22 "CYT"
"1001" "RLA4_YEAST" 0.78 0.82 0.56 0.21 0.5 0 0.69 0.22 "CYT"
"1002" "RPM2_YEAST" 0.42 0.49 0.49 0.36 0.5 0 0.57 0.26 "MIT"
"1003" "RPB1_YEAST" 0.44 0.62 0.53 0.27 0.5 0 0.49 0.22 "NUC"
"1004" "RPC1_YEAST" 0.56 0.61 0.52 0.19 0.5 0 0.52 0.32 "NUC"
"1005" "RPOM_YEAST" 0.47 0.56 0.46 0.5 0.5 0 0.51 0.22 "MIT"
"1006" "RS6_YEAST" 0.46 0.33 0.45 0.22 0.5 0 0.41 0.37 "CYT"
"1007" "R19A_YEAST" 0.52 0.43 0.61 0.22 0.5 0 0.45 0.22 "CYT"
"1008" "R19B_YEAST" 0.52 0.43 0.61 0.22 0.5 0 0.45 0.22 "CYT"
"1009" "RS41_YEAST" 0.32 0.44 0.54 0.21 0.5 0 0.4 0.19 "CYT"
"1010" "RS41_YEAST" 0.32 0.44 0.54 0.21 0.5 0 0.4 0.19 "CYT"
"1011" "RS15_YEAST" 0.48 0.41 0.52 0.33 0.5 0 0.51 0.26 "CYT"
"1012" "RS22_YEAST" 0.46 0.39 0.54 0.22 0.5 0 0.48 0.25 "CYT"
"1013" "RS22_YEAST" 0.46 0.39 0.54 0.22 0.5 0 0.48 0.25 "CYT"
"1014" "RS21_YEAST" 0.42 0.5 0.64 0.13 0.5 0 0.49 0.22 "CYT"
"1015" "R26A_YEAST" 0.46 0.54 0.59 0.41 0.5 0 0.53 0.21 "CYT"
"1016" "R26B_YEAST" 0.46 0.54 0.59 0.41 0.5 0 0.53 0.21 "CYT"
"1017" "R271_YEAST" 0.39 0.65 0.57 0.19 0.5 0 0.44 0.25 "CYT"
"1018" "R272_YEAST" 0.39 0.65 0.57 0.19 0.5 0 0.43 0.25 "CYT"
"1019" "RS28_YEAST" 0.38 0.5 0.52 0.44 0.5 0 0.54 0.11 "CYT"
"1020" "RS28_YEAST" 0.38 0.5 0.52 0.44 0.5 0 0.54 0.11 "CYT"
"1021" "RS3_YEAST" 0.51 0.52 0.58 0.17 0.5 0 0.47 0.28 "CYT"
"1022" "RS31_YEAST" 0.57 0.48 0.54 0.22 0.5 0 0.5 0.11 "CYT"
"1023" "RS33_YEAST" 0.5 0.5 0.62 0.23 0.5 0 0.35 0.11 "CYT"
"1024" "RS37_YEAST" 0.41 0.49 0.65 0.28 0.5 0 0.59 0.57 "CYT"
"1025" "RS4E_YEAST" 0.53 0.57 0.6 0.36 0.5 0 0.5 0.22 "CYT"
"1026" "RS4E_YEAST" 0.53 0.57 0.6 0.36 0.5 0 0.5 0.22 "CYT"
"1027" "RS8_YEAST" 0.37 0.3 0.62 0.43 0.5 0 0.44 0.39 "CYT"
"1028" "RS8_YEAST" 0.37 0.3 0.62 0.43 0.5 0 0.44 0.39 "CYT"
"1029" "RRN6_YEAST" 0.6 0.57 0.52 0.14 0.5 0 0.46 0.48 "NUC"
"1030" "RRN7_YEAST" 0.42 0.38 0.52 0.29 0.5 0 0.42 0.22 "NUC"
"1031" "RTG1_YEAST" 0.41 0.46 0.58 0.08 0.5 0 0.51 0.28 "NUC"
"1032" "R161_YEAST" 0.49 0.4 0.58 0.23 0.5 0 0.47 0.27 "CYT"
"1033" "R167_YEAST" 0.37 0.37 0.51 0.38 0.5 0 0.44 0.22 "CYT"
"1034" "RSD1_YEAST" 0.57 0.5 0.4 0.08 0.5 0 0.47 0.22 "ME3"
"1035" "FIMB_YEAST" 0.51 0.4 0.5 0.28 0.5 0 0.48 0.27 "CYT"
"1036" "SAC7_YEAST" 0.34 0.25 0.55 0.28 0.5 0 0.51 0.49 "CYT"
"1037" "SAG1_YEAST" 0.77 0.86 0.44 0.27 0.5 0 0.48 0.22 "ME1"
"1038" "SAR1_YEAST" 0.59 0.54 0.53 0.14 0.5 0 0.48 0.22 "CYT"
"1039" "SC25_YEAST" 0.5 0.48 0.48 0.23 0.5 0 0.53 0.68 "CYT"
"1040" "SCJ1_YEAST" 0.39 1 0.38 0.41 0.5 0 0.5 0.27 "MIT"
"1041" "PRCI_YEAST" 0.56 0.42 0.52 0.14 0.5 0 0.51 0.22 "CYT"
"1042" "TAT2_YEAST" 0.39 0.46 0.33 0.18 0.5 0 0.53 0.22 "ME3"
"1043" "SCO1_YEAST" 0.52 0.54 0.47 0.49 0.5 0 0.54 0.22 "MIT"
"1044" "S160_YEAST" 0.46 0.49 0.55 0.18 0.5 0 0.56 0.22 "NUC"
"1045" "DHSA_YEAST" 0.56 0.65 0.49 0.56 0.5 0 0.49 0.22 "MIT"
"1046" "DHSB_YEAST" 0.53 0.51 0.55 0.57 0.5 0 0.46 0.22 "MIT"
"1047" "SDH3_YEAST" 0.54 0.64 0.4 0.56 0.5 0 0.51 0.22 "MIT"
"1048" "SDH4_YEAST" 0.47 0.58 0.47 0.52 0.5 0 0.54 0.22 "MIT"
"1049" "SDHL_YEAST" 0.46 0.42 0.51 0.16 0.5 0 0.56 0.22 "CYT"
"1050" "SEC1_YEAST" 0.6 0.51 0.49 0.18 0.5 0 0.53 0.38 "CYT"
"1051" "SC11_YEAST" 0.85 0.66 0.49 0.18 0.5 0 0.51 0.22 "ME1"
"1052" "SC12_YEAST" 0.55 0.52 0.44 0.2 0.5 0 0.56 0.22 "ME2"
"1053" "SC13_YEAST" 0.49 0.38 0.56 0.09 0.5 0 0.46 0.22 "CYT"
"1054" "SC14_YEAST" 0.38 0.4 0.53 0.12 0.5 0 0.55 0.22 "CYT"
"1055" "SC15_YEAST" 0.55 0.55 0.52 0.13 0.5 0 0.53 0.25 "CYT"
"1056" "SC17_YEAST" 0.46 0.44 0.58 0.17 0.5 0 0.55 0.22 "CYT"
"1057" "SC18_YEAST" 0.34 0.46 0.52 0.19 0.5 0 0.53 0.26 "CYT"
"1058" "SEC2_YEAST" 0.58 0.56 0.46 0.14 0.5 0 0.51 0.22 "CYT"
"1059" "SC20_YEAST" 0.46 0.47 0.44 0.18 1 0 0.46 0.22 "ME2"
"1060" "SC21_YEAST" 0.44 0.71 0.5 0.21 0.5 0 0.54 0.27 "CYT"
"1061" "SC22_YEAST" 0.56 0.49 0.32 0.22 0.5 0 0.5 0.22 "ME2"
"1062" "SC23_YEAST" 0.41 0.49 0.47 0.09 0.5 0 0.49 0.22 "CYT"
"1063" "SEC4_YEAST" 0.44 0.51 0.53 0.3 0.5 0 0.53 0.22 "CYT"
"1064" "PMM_YEAST" 0.54 0.51 0.56 0.15 0.5 0 0.54 0.31 "CYT"
"1065" "SC59_YEAST" 0.51 0.51 0.32 0.27 0.5 0 0.54 0.22 "ME3"
"1066" "SEC6_YEAST" 0.46 0.38 0.51 0.2 0.5 0 0.51 0.22 "CYT"
"1067" "S61A_YEAST" 0.55 0.72 0.35 0.26 0.5 0 0.49 0.22 "ME3"
"1068" "SC62_YEAST" 0.54 0.44 0.35 0.19 0.5 0 0.51 0.27 "ME3"
"1069" "NPL1_YEAST" 0.65 0.66 0.37 0.12 0.5 0 0.52 0.27 "ME3"
"1070" "SC65_YEAST" 0.41 0.4 0.56 0.17 0.5 0 0.56 0.22 "CYT"
"1071" "SC66_YEAST" 0.39 0.71 0.38 0.14 0.5 0 0.5 0.22 "ME2"
"1072" "SEC7_YEAST" 0.37 0.42 0.46 0.15 0.5 0 0.51 0.31 "ME2"
"1073" "SC72_YEAST" 0.59 0.55 0.57 0.18 0.5 0 0.51 0.22 "CYT"
"1074" "SEC8_YEAST" 0.48 0.51 0.5 0.24 0.5 0 0.54 0.38 "CYT"
"1075" "SEC9_YEAST" 0.39 0.3 0.63 0.2 0.5 0 0.43 0.47 "CYT"
"1076" "TRAM_YEAST" 0.47 0.52 0.54 0.25 0.5 0 0.54 0.29 "MIT"
"1077" "SED1_YEAST" 0.77 0.82 0.4 0.36 0.5 0 0.38 0.22 "ME1"
"1078" "SED4_YEAST" 0.52 0.55 0.39 0.09 1 0 0.55 0.25 "ME3"
"1079" "SED5_YEAST" 0.42 0.28 0.33 0.23 0.5 0 0.39 0.26 "ME3"
"1080" "SEN1_YEAST" 0.47 0.37 0.46 0.28 0.5 0 0.52 0.99 "NUC"
"1081" "SEN2_YEAST" 0.48 0.5 0.47 0.29 0.5 0 0.46 0.27 "NUC"
"1082" "SYSC_YEAST" 0.3 0.33 0.55 0.12 0.5 0 0.53 0.38 "CYT"
"1083" "SFL1_YEAST" 0.49 0.49 0.52 0.18 0.5 0 0.51 0.25 "NUC"
"1084" "SFP1_YEAST" 0.54 0.59 0.57 0.34 0.5 0 0.49 0.22 "NUC"
"1085" "AMYG_YEAST" 0.7 0.78 0.53 0.24 0.5 0 0.48 0.22 "VAC"
"1086" "SGE1_YEAST" 0.85 0.69 0.34 0.31 0.5 0 0.57 0.3 "ME1"
"1087" "SHM1_YEAST" 0.56 0.59 0.45 0.15 0.5 0 0.54 0.22 "MIT"
"1088" "GLYM_YEAST" 0.47 0.56 0.53 0.44 0.5 0 0.53 0.22 "MIT"
"1089" "GLYC_YEAST" 0.53 0.49 0.47 0.21 0.5 0 0.53 0.22 "CYT"
"1090" "SHR3_YEAST" 0.7 0.57 0.34 0.19 0.5 0 0.53 0.27 "ME2"
"1091" "SIC1_YEAST" 0.42 0.43 0.67 0.7 0.5 0 0.42 0.25 "CYT"
"1092" "NOT4_YEAST" 0.47 0.44 0.53 0.18 0.5 0 0.47 0.29 "NUC"
"1093" "SIN3_YEAST" 0.4 0.49 0.53 0.23 0.5 0 0.44 0.26 "NUC"
"1094" "SIN4_YEAST" 0.45 0.65 0.51 0.17 0.5 0 0.49 0.22 "NUC"
"1095" "SIP2_YEAST" 0.42 0.42 0.55 0.31 0.5 0 0.43 0.22 "NUC"
"1096" "SIR1_YEAST" 0.45 0.41 0.53 0.49 0.5 0 0.49 0.31 "NUC"
"1097" "SIR2_YEAST" 0.42 0.28 0.49 0.22 0.5 0 0.55 0.34 "NUC"
